,Wind_m/s,Precipitation_mm,Wind_m/s1,Precipitation_mm1,Wind_m/s2,Precipitation_mm2,Wind_m/s3,Precipitation_mm3,Wind_m/s4,Precipitation_mm4,Wind_m/s5,Precipitation_mm5,Wind_m/s6,Precipitation_mm6,Target: Min_temp
0,0.09389245226518934,-0.41058793905174995,0.5576963117931221,-0.41058793905174995,-0.16377635858366232,-0.41058793905174995,0.40309502528381114,-0.41058793905174995,1.124567695660596,-0.41058793905174995,1.2276352200001368,-0.41058793905174995,0.8153651226419737,3.0942775403682563,0.766945202325156
1,1.124567695660596,-0.41058793905174995,0.09389245226518934,-0.41058793905174995,0.5576963117931221,-0.41058793905174995,-0.16377635858366232,-0.41058793905174995,0.40309502528381114,-0.41058793905174995,1.124567695660596,-0.41058793905174995,1.2276352200001368,-0.41058793905174995,1.011123049110711
2,-1.194451601979069,-0.41058793905174995,1.124567695660596,-0.41058793905174995,0.09389245226518934,-0.41058793905174995,0.5576963117931221,-0.41058793905174995,-0.16377635858366232,-0.41058793905174995,0.40309502528381114,-0.41058793905174995,1.124567695660596,-0.41058793905174995,1.2553008958962661
3,0.9699664091512851,4.846710280078259,-1.194451601979069,-0.41058793905174995,1.124567695660596,-0.41058793905174995,0.09389245226518934,-0.41058793905174995,0.5576963117931221,-0.41058793905174995,-0.16377635858366232,-0.41058793905174995,0.40309502528381114,-0.41058793905174995,1.5190129704246655
4,-0.421445169432514,-0.3104489253540355,0.9699664091512851,4.846710280078259,-1.194451601979069,-0.41058793905174995,1.124567695660596,-0.41058793905174995,0.09389245226518934,-0.41058793905174995,0.5576963117931221,-0.41058793905174995,-0.16377635858366232,-0.41058793905174995,1.2003608803695163
5,-1.194451601979069,-0.03506663768532074,-0.421445169432514,-0.3104489253540355,0.9699664091512851,4.846710280078259,-1.194451601979069,-0.41058793905174995,1.124567695660596,-0.41058793905174995,0.09389245226518934,-0.41058793905174995,0.5576963117931221,-0.41058793905174995,0.9256608027357669
6,1.2791689821699068,-0.16024040480746382,-1.194451601979069,-0.03506663768532074,-0.421445169432514,-0.3104489253540355,0.9699664091512851,4.846710280078259,-1.194451601979069,-0.41058793905174995,1.124567695660596,-0.41058793905174995,0.09389245226518934,-0.41058793905174995,0.5703820356627842
7,-1.503654174997691,-0.41058793905174995,1.2791689821699068,-0.16024040480746382,-1.194451601979069,-0.03506663768532074,-0.421445169432514,-0.3104489253540355,0.9699664091512851,4.846710280078259,-1.194451601979069,-0.41058793905174995,1.124567695660596,-0.41058793905174995,0.6680531743770061
8,0.351561263114041,0.19024614313453678,-1.503654174997691,-0.41058793905174995,1.2791689821699068,-0.16024040480746382,-1.194451601979069,-0.03506663768532074,-0.421445169432514,-0.3104489253540355,0.9699664091512851,4.846710280078259,-1.194451601979069,-0.41058793905174995,0.5667193679610008
9,-0.5760464559418251,-0.41058793905174995,0.351561263114041,0.19024614313453678,-1.503654174997691,-0.41058793905174995,1.2791689821699068,-0.16024040480746382,-1.194451601979069,-0.03506663768532074,-0.421445169432514,-0.3104489253540355,0.9699664091512851,4.846710280078259,0.8401985563608226
10,-1.5551879371674613,-0.41058793905174995,-0.5760464559418251,-0.41058793905174995,0.351561263114041,0.19024614313453678,-1.503654174997691,-0.41058793905174995,1.2791689821699068,-0.16024040480746382,-1.194451601979069,-0.03506663768532074,-0.421445169432514,-0.3104489253540355,1.2015817696034439
11,-1.658255461507002,-0.41058793905174995,-1.5551879371674613,-0.41058793905174995,-0.5760464559418251,-0.41058793905174995,0.351561263114041,0.19024614313453678,-1.503654174997691,-0.41058793905174995,1.2791689821699068,-0.16024040480746382,-1.194451601979069,-0.03506663768532074,0.9806008182625167
12,-1.1429178398092987,-0.41058793905174995,-1.658255461507002,-0.41058793905174995,-1.5551879371674613,-0.41058793905174995,-0.5760464559418251,-0.41058793905174995,0.351561263114041,0.19024614313453678,-1.503654174997691,-0.41058793905174995,1.2791689821699068,-0.16024040480746382,1.0892599600820887
13,-1.503654174997691,-0.41058793905174995,-1.1429178398092987,-0.41058793905174995,-1.658255461507002,-0.41058793905174995,-1.5551879371674613,-0.41058793905174995,-0.5760464559418251,-0.41058793905174995,0.351561263114041,0.19024614313453678,-1.503654174997691,-0.41058793905174995,1.614242330671032
14,-0.26684388292320305,-0.41058793905174995,-1.503654174997691,-0.41058793905174995,-1.1429178398092987,-0.41058793905174995,-1.658255461507002,-0.41058793905174995,-1.5551879371674613,-0.41058793905174995,-0.5760464559418251,-0.41058793905174995,0.351561263114041,0.19024614313453678,1.440876059453288
15,-1.3490528884883801,0.8411497321696808,-0.26684388292320305,-0.41058793905174995,-1.503654174997691,-0.41058793905174995,-1.1429178398092987,-0.41058793905174995,-1.658255461507002,-0.41058793905174995,-1.5551879371674613,-0.41058793905174995,-0.5760464559418251,-0.41058793905174995,1.4482013948568544
16,-1.039850315469758,-0.26037941850517826,-1.3490528884883801,0.8411497321696808,-0.26684388292320305,-0.41058793905174995,-1.503654174997691,-0.41058793905174995,-1.1429178398092987,-0.41058793905174995,-1.658255461507002,-0.41058793905174995,-1.5551879371674613,-0.41058793905174995,1.489711628810399
17,-0.730647742451136,1.6672965951758252,-1.039850315469758,-0.26037941850517826,-1.3490528884883801,0.8411497321696808,-0.26684388292320305,-0.41058793905174995,-1.503654174997691,-0.41058793905174995,-1.1429178398092987,-0.41058793905174995,-1.658255461507002,-0.41058793905174995,0.6570651712716562
