,Wind_m/s,Precipitation_mm,Min_temp,Max_temp,Mean_temp,Wind_m/s1,Precipitation_mm1,Min_temp1,Max_temp1,Mean_temp1,Wind_m/s2,Precipitation_mm2,Min_temp2,Max_temp2,Mean_temp2,Wind_m/s3,Precipitation_mm3,Min_temp3,Max_temp3,Mean_temp3,Wind_m/s4,Precipitation_mm4,Min_temp4,Max_temp4,Mean_temp4,Wind_m/s5,Precipitation_mm5,Min_temp5,Max_temp5,Mean_temp5,Wind_m/s6,Precipitation_mm6,Min_temp6,Max_temp6,Mean_temp6,Wind_m/s7,Precipitation_mm7,Min_temp7,Max_temp7,Mean_temp7,Target: Min_temp
0,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,0.5576963117931221,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,-0.16377635858366232,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.40309502528381114,-0.41058793905174995,0.27858950875404587,1.0051526268632731,0.6852417629113075,1.124567695660596,-0.41058793905174995,0.766945202325156,0.8053993336812976,0.796249860000168,1.2276352200001368,-0.41058793905174995,0.6448562789323784,0.8053993336812976,0.7407458114557377,0.8153651226419737,3.0942775403682563,0.6448562789323784,0.9052759802722853,0.796249860000168,1.011123049110711
1,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,0.5576963117931221,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,-0.16377635858366232,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.40309502528381114,-0.41058793905174995,0.27858950875404587,1.0051526268632731,0.6852417629113075,1.124567695660596,-0.41058793905174995,0.766945202325156,0.8053993336812976,0.796249860000168,1.2276352200001368,-0.41058793905174995,0.6448562789323784,0.8053993336812976,0.7407458114557377,1.2553008958962661
2,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,0.5576963117931221,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,-0.16377635858366232,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.40309502528381114,-0.41058793905174995,0.27858950875404587,1.0051526268632731,0.6852417629113075,1.124567695660596,-0.41058793905174995,0.766945202325156,0.8053993336812976,0.796249860000168,1.5190129704246655
3,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,0.5576963117931221,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,-0.16377635858366232,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.40309502528381114,-0.41058793905174995,0.27858950875404587,1.0051526268632731,0.6852417629113075,1.2003608803695163
4,-1.194451601979069,-0.03506663768532074,1.2003608803695163,1.51851859034095,1.389588138940127,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,0.5576963117931221,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,-0.16377635858366232,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.9256608027357669
5,1.2791689821699068,-0.16024040480746382,0.9256608027357669,0.7834264714312804,0.8561942324281525,-1.194451601979069,-0.03506663768532074,1.2003608803695163,1.51851859034095,1.389588138940127,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,0.5576963117931221,-0.41058793905174995,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.5703820356627842
6,-1.503654174997691,-0.41058793905174995,0.5703820356627842,0.7764351061699112,0.6907921677657506,1.2791689821699068,-0.16024040480746382,0.9256608027357669,0.7834264714312804,0.8561942324281525,-1.194451601979069,-0.03506663768532074,1.2003608803695163,1.51851859034095,1.389588138940127,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.09389245226518934,-0.41058793905174995,0.8890341257179335,1.1050292734542608,1.018266054177889,0.6680531743770061
7,0.351561263114041,0.19024614313453678,0.6680531743770061,0.7884203037608295,0.7418558924266261,-1.503654174997691,-0.41058793905174995,0.5703820356627842,0.7764351061699112,0.6907921677657506,1.2791689821699068,-0.16024040480746382,0.9256608027357669,0.7834264714312804,0.8561942324281525,-1.194451601979069,-0.03506663768532074,1.2003608803695163,1.51851859034095,1.389588138940127,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,1.124567695660596,-0.41058793905174995,0.766945202325156,1.5045358598182117,1.1847781998111797,0.5667193679610008
8,-0.5760464559418251,-0.41058793905174995,0.5667193679610008,0.8483462917154223,0.7290899612614073,0.351561263114041,0.19024614313453678,0.6680531743770061,0.7884203037608295,0.7418558924266261,-1.503654174997691,-0.41058793905174995,0.5703820356627842,0.7764351061699112,0.6907921677657506,1.2791689821699068,-0.16024040480746382,0.9256608027357669,0.7834264714312804,0.8561942324281525,-1.194451601979069,-0.03506663768532074,1.2003608803695163,1.51851859034095,1.389588138940127,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,-1.194451601979069,-0.41058793905174995,1.011123049110711,1.3047825666362363,1.1847781998111797,0.8401985563608226
9,-1.5551879371674613,-0.41058793905174995,0.8401985563608226,1.2069034529770681,1.052678564275436,-0.5760464559418251,-0.41058793905174995,0.5667193679610008,0.8483462917154223,0.7290899612614073,0.351561263114041,0.19024614313453678,0.6680531743770061,0.7884203037608295,0.7418558924266261,-1.503654174997691,-0.41058793905174995,0.5703820356627842,0.7764351061699112,0.6907921677657506,1.2791689821699068,-0.16024040480746382,0.9256608027357669,0.7834264714312804,0.8561942324281525,-1.194451601979069,-0.03506663768532074,1.2003608803695163,1.51851859034095,1.389588138940127,-0.421445169432514,-0.3104489253540355,1.5190129704246655,1.4526000035908981,1.497821033601766,0.9699664091512851,4.846710280078259,1.2553008958962661,1.9040424461821626,1.6288105881666215,1.2015817696034439
