,Min_temp,Max_temp,Mean_temp,Min_temp1,Max_temp1,Mean_temp1,Min_temp2,Max_temp2,Mean_temp2,Min_temp3,Max_temp3,Mean_temp3,Min_temp4,Max_temp4,Mean_temp4,Target: Min_temp
0,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.27858950875404587,1.0051526268632731,0.6852417629113075,0.766945202325156,0.8053993336812976,0.796249860000168,0.6448562789323784,0.8053993336812976,0.7407458114557377,0.6448562789323784,0.9052759802722853,0.796249860000168,0.8890341257179335
1,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.27858950875404587,1.0051526268632731,0.6852417629113075,0.766945202325156,0.8053993336812976,0.796249860000168,0.6448562789323784,0.8053993336812976,0.7407458114557377,0.8890341257179335
2,0.8890341257179335,1.1050292734542608,1.018266054177889,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.27858950875404587,1.0051526268632731,0.6852417629113075,0.766945202325156,0.8053993336812976,0.796249860000168,0.766945202325156
3,0.766945202325156,1.5045358598182117,1.1847781998111797,0.8890341257179335,1.1050292734542608,1.018266054177889,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.27858950875404587,1.0051526268632731,0.6852417629113075,1.011123049110711
4,1.011123049110711,1.3047825666362363,1.1847781998111797,0.766945202325156,1.5045358598182117,1.1847781998111797,0.8890341257179335,1.1050292734542608,1.018266054177889,0.8890341257179335,1.3047825666362363,1.1292741512667495,0.8890341257179335,1.3047825666362363,1.1292741512667495,1.2553008958962661
5,1.2553008958962661,1.9040424461821626,1.6288105881666215,1.011123049110711,1.3047825666362363,1.1847781998111797,0.766945202325156,1.5045358598182117,1.1847781998111797,0.8890341257179335,1.1050292734542608,1.018266054177889,0.8890341257179335,1.3047825666362363,1.1292741512667495,1.5190129704246655
6,1.5190129704246655,1.4526000035908981,1.497821033601766,1.2553008958962661,1.9040424461821626,1.6288105881666215,1.011123049110711,1.3047825666362363,1.1847781998111797,0.766945202325156,1.5045358598182117,1.1847781998111797,0.8890341257179335,1.1050292734542608,1.018266054177889,1.2003608803695163
7,1.2003608803695163,1.51851859034095,1.389588138940127,1.5190129704246655,1.4526000035908981,1.497821033601766,1.2553008958962661,1.9040424461821626,1.6288105881666215,1.011123049110711,1.3047825666362363,1.1847781998111797,0.766945202325156,1.5045358598182117,1.1847781998111797,0.9256608027357669
8,0.9256608027357669,0.7834264714312804,0.8561942324281525,1.2003608803695163,1.51851859034095,1.389588138940127,1.5190129704246655,1.4526000035908981,1.497821033601766,1.2553008958962661,1.9040424461821626,1.6288105881666215,1.011123049110711,1.3047825666362363,1.1847781998111797,0.5703820356627842
9,0.5703820356627842,0.7764351061699112,0.6907921677657506,0.9256608027357669,0.7834264714312804,0.8561942324281525,1.2003608803695163,1.51851859034095,1.389588138940127,1.5190129704246655,1.4526000035908981,1.497821033601766,1.2553008958962661,1.9040424461821626,1.6288105881666215,0.6680531743770061
